,Abstract,Class
989,"Green cognitive radios show promise for high energy efficiency (EE) in the future of wireless communications. Spectrum sensing refers to an energy-consuming procedure that allows cognitive users to independently identify unused radio spectrum segments and prevent interference to primary users, and it should be minimized due to resource limitations. In this paper, we present a wireless multiple-access channel function to establish the primary users' presence and the mean EE optimization problem of the cognitive radio systems with mathematical structure computation purposes. EE, as the average throughput to the average energy consumption ratio, is used to measure the network's performance subject to detection constraint. More specifically, since secondary users are generally battery-powered devices, saving on energy is crucial. We aim to decrease the energy consumption of secondary users while maximizing the total EE and preserving the accurate sensing by maximizing the sensing time detection subject to secondary user power constraints and minimum data rate. To address the non-convexity optimization problem, one can consider energy-efficient power allocation based on an iterative method. Simulation results show the optimum of our framework when combined by the multiple-access channel computation-based scheme. Green cognitive radio should consider the tradeoff against its complexity and maximum available EE metric. However, one can observe from the simulation results that the improved EE presented in this work yields much higher when compared with others with the same detection performance.",4
990,"Radio-frequency wireless energy transfer (RF-WET) is emerging as a potential green enabler for massive Internet of Things (IoT). Herein, we analyze channel state information (CSI)-free multiantenna strategies for powering wirelessly a large set of single-antenna IoT devices. The CSI-free schemes are AA-SS (AA-IS), where all antennas transmit the same (independent) signal(s), and SA, where just one antenna transmits at a time such that all antennas are utilized during the coherence block. We characterize the distribution of the provided energy under correlated Rician fading for each scheme and find out that while AA-IS and SA cannot take advantage of the multiple antennas to improve the average provided energy, its dispersion can be significantly reduced. Meanwhile, AA-SS provides the greatest average energy, but also the greatest energy dispersion, and the gains depend critically on the mean phase shifts between the antenna elements. We find that consecutive antennas must be  $\pi $ -phase shifted for optimum average energy performance under AA-SS. Our numerical results evidence that correlation is beneficial under AA-SS, while a greater line of sight (LOS) and/or the number of antennas is not always beneficial under such a scheme. Meanwhile, both AA-IS and SA schemes benefit from small correlation, large LOS, and/or a large number of antennas. Finally, AA-SS (SA and AA-IS) is (are) preferable when devices are (are not) clustered in specific spatial directions.",4
991,"In this paper, secure, remote estimation of a linear Gaussian process via observations at multiple sensors is considered. Such a framework is relevant to many cyber-physical systems and Internet-of-things applications. Sensors make sequential measurements that are shared with a fusion center; the fusion center applies a filtering algorithm to make its estimates. The challenge is the presence of a few unknown malicious sensors which can inject anomalous observations to skew the estimates at the fusion center. The set of malicious sensors may be time varying. The problems of malicious sensor detection and secure estimation are considered. First, an algorithm for secure estimation is proposed. The proposed estimation scheme uses a novel filtering and learning algorithm, where an optimal filter is learned over time by using the sensor observations in order to filter out malicious sensor observations while retaining other sensor measurements. Next, a novel detector to detect injection attacks on an unknown sensor subset is developed. Numerical results demonstrate up to 3-dB gain in the mean-squared error and up to 75% higher attack detection probability under a small false alarm rate constraint, against a competing algorithm that requires additional side information.",4
992,"A novel intercluster routing which simultaneously takes the energy efficiency in both intracluster and intercluster phases into account is proposed in this article, with the aim of extending the lifespan of the wireless sensor networks (WSNs). In the intracluster phase, the data are acquired based on the compressive sensing (CS) theory to cut down extra energy consumption resulted from spatial-temporal correlation. As for the intercluster phase, the economic welfare theory is applied to balance the energy depletion among different clusters. To this end, a novel concept of energy efficiency welfare (E2W) is proposed to promote energy equilibrium during the process of intercluster routing decision making. Subsequently, an energy-saving intercluster routing integrated economic theory with CS (EIREC) is presented and detailed. Finally, extensive experiments are designed and conducted to evaluate its energy efficiency. Comparisons with the existing clustering and CS-based strategies have verified its effectiveness in improving energy efficiency and extending network lifespan.",4
993,"Ubiquitously deployed Internet of Things (IoT)-based automatic vehicle classification systems will catalyze data-driven traffic flow optimization in future smart cities and will transform the road infrastructure itself into a dynamically sensing cyber-physical system. Although a wide range of different traffic sensing systems has been proposed, the existing solutions are not yet able to simultaneously satisfy the multitude of requirements, e.g., accuracy, robustness, cost efficiency, and privacy preservation. In this article, we present a novel approach, which exploits radio fingerprints-multidimensional attenuation patterns of wireless signals-for accurate and robust vehicle detection and classification. The proposed system can be deployed in a highly cost-efficient manner as it relies on off-the-shelf embedded devices which are installed into existing delineator posts. In a comprehensive field evaluation campaign, the performance of the radio fingerprinting-based approach is analyzed within an experimental live deployment on a German highway, where it is able to achieve a binary classification success ratio of more than 99% and an overall accuracy of 93.83% for a classification task with seven different classes.",4
994,"Joint sparse recovery aims to recover a number of sparse signals having joint sparsity from multiple compressed measurements. Such a problem is finding increasing applications in wireless sensor networks (WSN) and Internet of Things (IoT) where multiple sensors collect measurements. However, existing algorithms lack both reconstruction accuracy and speed at the same time. In this study, the authors propose a joint sparse recovery algorithm, simultaneous fast matching pursuit (SFMP), which exploits some of the concepts developed for the fast matching pursuit (FMP) algorithm. SFMP achieves significant improvement in reconstruction time and speed compared to other related existing algorithms. In contrast to related algorithms, support selection is performed efficiently as the number of selected atoms is adapted from an iteration to another. Furthermore, signal estimation is performed avoiding large matrix inversion as in related algorithms. Moreover, simultaneously pruning the estimated signals, results in removing incorrectly selected ones. Due to the efficient selection strategy and the simultaneous pruning operation, the algorithm shows significant improvement in reconstruction accuracy from noisy measurements. SFMP achieves significant speed improvement over simultaneous orthogonal matching pursuit, and significant accuracy improvement over simultaneous compressive sampling matching pursuit, requiring a much smaller number of measurements.",4
995,"Device-free localization (DFL) methods use measured changes in the received signal strength (RSS) between many pairs of RF nodes to provide location estimates of a person inside the wireless network. Fundamental challenges for RSS DFL methods include having a model of RSS measurements as a function of a person's location, and maintaining an accurate model as the environment changes overtime. Current methods rely on either labeled empty-area calibration or labeled fingerprints with a person at each location. Both need to be frequently recalibrated or retrained to stay current with changing environments. Other DFL methods only localize people in motion. In this paper, we address these challenges by, first, introducing a new mixture model for link RSS as a function of a person's location, and second, providing the framework to update model parameters without ever being provided labeled data from either empty-area or known-location classes. We develop two new Bayesian localization methods based on our mixture model and experimentally validate our system at three test sites with seven days of measurements. We demonstrate that our methods localize a person with non-degrading performance in changing environments, and, in addition, reduce localization error by 11 - 51 percent compared to other DFL methods.",4
996,"We present a system for centimeter-precision 3 dimensional localization of a 2 × 3 × 0.3 mm3, 5 mg, wireless system-on-chip by utilizing a temporally-structured infrared illumination scheme generated by a set of base stations. This 3D localization system builds on previous work by adding a second lighthouse station to enable 3D localization and using the integrated wireless radio, making the localization system fully wireless. We demonstrate 3D tracking with mean absolute errors of 1.54 cm, 1.50 cm, and 5.1 cm for the X, Y, and Z dimensions. This is the first time such a lighthouse localization system has been able to localize a monolithic single-chip wireless system.",4
997,"This paper is concerned with the distributed estimation problem in sensor networks subjected to unknown attacks. Network attacks are considered to exist in two classes of channels: 1) communication channels from the plant to sensors and 2) communication channels among sensors. The status of an attack is viewed as a stochastic phenomenon, and the transmitted information will be affected when the attacker successfully carries out an attack on the related data packet. Based on the sensors' own measurements and their neighbors' local information, a novel distributed estimation model against two-channel stochastic attacks is presented. A sufficient condition on the existence of the desired distributed H∞ estimators is derived and the distributed estimator gains are designed by solving a linear matrix inequality. Two illustrative examples are provided to demonstrate the effectiveness of the new design techniques.",4
998,"In this article, we study channel tracking for a wireless energy transfer (WET) system. This problem is practically very important, but challenging. Regarding time-varying channels as a sequence to be predicted, we exploit the deep learning technique for channel tracking. Particularly, by constructing a recurrent neural network (RNN) architecture based on long short-term memory (LSTM) and feedforward neural network (FNN), we develop a novel channel tracking scheme for the WET system. This scheme sequentially estimates the channel state information (CSI) at the ET based on the previous CSI estimates and the harvested energy feedback information from the ER. Numerical results demonstrate the superior performance and effectiveness of the proposed scheme.",4
999,"We consider a system consisting of multiple sensors, a central monitoring station, and multiple orthogonal frequency channels. The sensors measure heterogeneous time-varying signals and report their measurements to the central monitoring station which uses them to make control decisions. Due to limited communication capacity, not all sensors can send updates to the monitoring station at all times. The cost the system pays is a function of the weighted sum of the ages-of-information of the various sensors over time. The goal is to design scheduling policies which minimize the time-average of this cost. We propose a policy called SQRT-Weight which fetches updates from sensors at a frequency proportional to the square-root of the corresponding weights and show that this policy is asymptotically 8-optimal. In addition, we compare the performance of the SQRT-Weight policy with other natural scheduling policies via simulations and through analysis for certain special cases.",4
1000,"In this study, the authors have proposed a Write Assist Low Power 11T (WALP11T) SRAM cell. To analyse its performance in terms of major design metrics, the proposed cell has been compared with contemporary SRAMs like the Fully Differential 8T (FD8T), Single-Ended Disturb Free 9T (SEDF9T), Bit-interleaving architecture supporting 11T (BI11T), Self-refreshing Logic-based 12T (WWL12T) and Differential 12T (D12T) cells. The proposed cell exhibits significantly shorter read/write delay when compared to most comparison cells. It shows considerably higher read stability and write ability than that of FD8T and SEDF9T/D12T/WWL12T, respectively. Moreover, WALP11T dissipates significantly lower leakage power in comparison to the majority of comparison cells and exhibits 2.21 × /1.18 × lower read power delay product (RPDP) than that of BI11T/D12T and 5.12 × /1.39 × /1.09 × lower write power delay product (WPDP) than that of BI11T/WWL12T/D12T. The proposed cell consumes considerably lower area than WWL12T/D12T and shows highly reliable operation when subjected to the harsh process, voltage and temperature variations at both Slow NMOS-Fast PMOS and Fast NMOS-Slow PMOS corners. For all these improvements, WALP11T shows longer read/write delay than FD8T, higher leakage power and power delay product than BI11T and FD8T/SEDF9T, respectively, at VDD = 0.3 V.",4
1001,"The historical buildings of a nation are the tangible signs of its history and culture. Their preservation deserves considerable attention, being of primary importance from a historical, cultural, and economic point of view. Having a scalable and reliable monitoring system plays an important role in the Structural Health Monitoring (SHM): therefore, this paper proposes an Internet of Things (IoT) architecture for a remote monitoring system that is able to integrate, through the Virtual Reality (VR) paradigm, the environmental and mechanical data acquired by a wireless sensor network set on three ancient buildings with the images and context information acquired by an Unmanned Aerial Vehicle UAV. Moreover, the information provided by the UAV allows to promptly inspect the critical structural damage, such as the patterns of cracks in the structural components of the building being monitored. Our approach opens new scenarios to support SHM activities, because an operator can interact with real-time data retrieved from a Wireless Sensor Network (WSN) by means of the VR environment.",4
1002,"Recently, the Internet of Things (IoT) technology has been drawing increasing attention because it has a great potential to positively impact human life in a broad range of applications. Nonetheless, the dense deployment of multiple co-located IoT networks that may follow different wireless protocols will essentially bring new network vulnerabilities. In this paper, we introduce a novel attack scenario in co-located cognitive radio (CR) enabled IoT networks, where a reactive attacker can emulate the radiation pattern of a hidden terminal (the attacker is from a different network) and can interfere with the transmissions from its hidden counterparts, namely the hidden terminal emulation (HTE) attack. As the dense deployment of IoT nodes-from different networks and technologies-will naturally create such hidden terminal scenarios among IoT devices of different networks, it provides the HTE attacker plausible deniability to reactively interfere with its hidden counterparts; hence, the state-of-the-art reactive attack detection techniques are infeasible in this scenario where benign hidden terminals could be flagged as reactive attackers. In this paper, we capture the behavior of a benign hidden terminal and an HTE attacker via parsimonious Markov models and propose a context-aware detection solution using the Markov chain hypothesis testing, namely the Third Eye. Though there has been extensive research on malicious interference detection, to the best of our knowledge, this work is the first that considers hidden terminals as benign interference sources, foresees this unique attack scenario, and leverages the existing carrier sensing technique as a natural and effective way to detect HTE attacks.",4
1003,"Synchronization of pulse-coupled oscillators (PCOs) has gained significant attention recently due to increased applications in sensor networks and wireless communications. Given the distributed and unattended nature of wireless sensor networks, it is imperative to enhance the resilience of pulse-based synchronization against malicious attacks. However, most existing results on resilient PCO synchronization are obtained for all-to-all networks. We propose a new pulse-based synchronization mechanism to improve the resilience of PCO synchronization that is applicable under general connected topologies. Under the proposed synchronization mechanism, we rigorously characterize the condition for stealthy Byzantine attacks and prove that perfect synchronization of legitimate oscillators can be guaranteed in the presence of multiple stealthy Byzantine attackers, irrespective of whether the attackers collude with each other or not. The new mechanism can guarantee resilient synchronization even when the initial phases of legitimate oscillators are widely distributed in a half circle, which is in distinct difference from most existing attack-resilient synchronization algorithms (including the seminal paper from Lamport and Melliar-Smith 1985) that require a priori (almost) synchronization among legitimate oscillators. Numerical simulation results are given to confirm the theoretical results.",4
1004,"The current understanding of activity in the wireless spectrum is limited to mostly punctual studies of aggregated energy values. However, there is a need and increasing technological means for a better understanding of spectrum usage by automatically detecting and recognizing wireless transmissions in an unlicensed or shared frequency band. In this paper we propose, implement and evaluate a framework for automatic detection of wireless transmissions. Our framework includes a manual component as our assessment suggests manual labor has a paramount impact on tuning and maintaining good performance of an automatic transmission detection system. However, a considerable problem in this aspect is represented by the disagreement amongst human annotations which is a universally recognized issue. To this end, we discuss and evaluate challenges in generating labeled datasets that can then be used as ground truth for evaluating and possibly training automatic transmission detection systems. We also propose two methods for automatic transmission detection that are not based on machine learning and therefore do not need training data and evaluate their performance against each other and manually labeled data. Our results show that generating human-labeled ground truth data is an expensive and imperfect process. Humans on average require 90 minutes to label 56 minutes of unlicensed European narrowband spectrum. The experts that generate the ground truth sometimes only agree on as little as 40.18% of the labeled cases.",4
1005,"Wireless fingerprinting localization method learns a mapping function from a fingerprint measurement to the estimated location, which is more suitable for complex indoor environments than the propagation model-based methods. However, most traditional methods only consider the location matching at single time or space points, but ignore the fact that correlations in the measurement sequences may improve the accuracy and robustness of mobile positioning. Recently, recurrent neural network (RNN) has been readily applied in many fields such as speech, language, and video processing, and it has flexible and powerful processing capabilities for nonlinear and high-dimensional sequence input. In this paper, we propose DL-RNN, a real-time wireless localization model, which consists of double RNNs: the first RNN estimates the location based on the historical observation signal, and the second RNN filters the location based on the historical estimated location, which further improves the localization performance. Both the simulation and measured experiments show the high accuracy and robustness of the proposed algorithm.",4
1006,"Various positioning techniques have been developed to localize Internet-of-Things (IoT) devices accurately. Because IoT communications are often narrowband, efficient localization can be achieved by deducing the device position from the estimated signal Angle-of-Arrival (AOA) at multiple arrays of antennas. It has recently been shown that significant accuracy gains can further be obtained by iterating between the AOA estimation and multi-lateration steps. However, the existing method relies on the knowledge of the transmitted signal (Data-Aided (DA) estimation) which makes it impractical for narrowband communications where the preamble is short. Non-Data-Aided (NDA) estimation is recommended to improve the positioning accuracy for low capacity IoT sensors. This paper proposes an NDA iterative (NDA-It) algorithm using AOA measurements to determine the position of an IoT sensor. Simulation results show that the proposed algorithm significantly outperforms the DA-It in a Bluetooth Low Energy (BLE) context because it can use a much higher number of samples (snapshots); however, it needs more iterations to converge. The computational complexity analysis proves the competitiveness of the proposed NDA-It. The performance of the algorithms is further investigated in multipath and Non-Line-of-Sight (NLOS) propagation environments. Finally, an experimental setup is built to validate the performance of the proposed algorithms.",4
1007,"Localizing moving targets in unknown harsh environments has always been a severe challenge. This letter investigates a novel localization system based on multi-agent networks, where multiple agents serve as mobile anchors broadcasting their time-space information to the targets. We study how the moving target can localize itself using the sequential time of arrival (TOA) of the one-way broadcast signals. An extended two-step weighted least squares (TSWLS) method is proposed to jointly estimate the position and velocity of the target in the presence of agent information uncertainties. We also address the large target clock offset (LTCO) problem for numerical stability. Analytical results reveal that our method reaches the Cramér-Rao lower bound (CRLB) under small noises. Numerical results show that the proposed method performs better than the existing algorithms.",4
1008,"This article investigates the unmanned-aerial-vehicle (UAV)-enabled wireless powered cooperative mobile edge computing (MEC) system, where a UAV installed with an energy transmitter (ET) and an MEC server provides both energy and computing services to sensor devices (SDs). The active SDs desire to complete their computing tasks with the assistance of the UAV and their neighboring idle SDs that have no computing task. An optimization problem is formulated to minimize the total required energy of UAV by jointly optimizing the CPU frequencies, the offloading amount, the transmit power, and the UAV's trajectory. To tackle the nonconvex problem, a successive convex approximation (SCA)-based algorithm is designed. Since it may be with relatively high computational complexity, as an alternative, a decomposition and iteration (DAI)-based algorithm is also proposed. The simulation results show that both proposed algorithms converge within several iterations, and the DAI-based algorithm achieve the similar minimal required energy and optimized trajectory with the SCA-based one. Moreover, for a relatively large amount of data, the SCA-based algorithm should be adopted to find an optimal solution, while for a relatively small amount of data, the DAI-based algorithm is a better choice to achieve smaller computing energy consumption. It also shows that the trajectory optimization plays a dominant factor in minimizing the total required energy of the system and optimizing acceleration has a great effect on the required energy of the UAV. Additionally, by jointly optimizing the UAV's CPU frequencies and the amount of bits offloaded to UAV, the minimal required energy for computing can be greatly reduced compared to other schemes and by leveraging the computing resources of idle SDs, the UAV's computing energy can also be greatly reduced.",4
1009,"Device-free localization based on WiFi Channel State Information (CSI) has attracted considerable attention in recent years. Many of the schemes are learning-based, among which CSI fingerprinting based on deep learning is the most promising. Learning-based schemes assume the distributions of CSI fingerprints keep relatively stable over time. However, this assumption often does not hold. As WiFi signals are prone to be influenced by various environmental factors, CSI fingerprints vary significantly with environmental changes. Consequently, the localization model built for the original environment degrades dramatically in the changed environment. Recalibrating the whole area of interest is labor-intensive and time-consuming. This is a major challenge of device-free WiFi localization. To mitigate this issue, we propose the method AdapLoc, aiming to adapt the original localization model to the changed environment with significantly reduced recalibration effort. AdapLoc is based on one-dimensional Convolutional Neural Network (1D-CNN) and exploits Domain Adaptation (DA) with Semantic Alignment (SA) to achieve adaptation. Extensive evaluations in four real-world single-link testbeds with multiple environmental changes demonstrate the effectiveness of AdapLoc in coping with localization in dynamic environments, outperforming the existing work with respect to localization and adaptation.",4
1010,"Presently, sensor-cloud based environment becomes highly beneficial due to its applicability in several domains. Wireless multimedia sensor network (WMSN) is one among them, which involves a set of multimedia sensors to collect data about the deployed region. Compared to traditional object tracking models, animal tracking in WMSN is a tedious process owing to the harsh, dynamic, and energy limited sensors. This article introduces a new Reliable Multi-Object Tracking Model using Deep Learning (DL) and Energy Efficient WMSN. Initially, the fuzzy logic technique is employed to determine the cluster heads (CHs) to attain energy efficiency. Next, in the second stage, a novel tracking algorithm by the use of Recurrent Neural Network (RNN) with a tumbling effect called RNN-T is developed. The proposed RNN-T model gets executed by every sensor node and the CHs execute the tracking algorithm to track the animals. Finally, the tracking results are transmitted to the cloud server for investigation purposes. In order to assess the performance of the presented model, an extensive experimental analysis is carried out by the use of a real-time wildlife video. The obtained results ensured that the RNN-T model has achieved better performance over the compared methods in different aspects.",4
1011,"This paper addresses the problem of optimizing sensor deployment locations of a wireless sensor network to reconstruct and also predict a spatiotemporal signal. Traditional sensor deployment optimization approaches only selects deployment locations and provide the feature in the sampled area. Hence, if the sampling resources are limited, the deployed sensors may not be able to provide all features in the field of interest (input space). To solve this issue, a deep learning framework is developed to reconstruct and predict the entire spatiotemporal signal from a limited amount of observations. In the beginning, the proposed approach optimizes sampling locations to retrieve sufficient features for reconstruction and prediction from historical data. Then, a spatiotemporal autoencoder is used to capture the nonlinear mappings from the in-situ measurements to the entire spatiotemporal signal. A simulation is conducted using global climate datasets from the National Oceanic and Atmospheric Administration, to implement and validate the developed methodology. The results demonstrate a significant improvement made by the proposed algorithm. Specifically, compared to traditional approaches, the proposed method provides superior performance in terms of both reconstruction error and spatial prediction robustness.",4
1012,"Most of the traditional classification algorithms are based on the uniform distribution of samples, and the effect is not ideal when dealing with such data, which mainly shows that the classification results incline to the majority class. Therefore, we propose the imbalanced multi-source heterogeneous data classification algorithms in this paper, which are mainly based on the expansion and extension of Support Vector Machines. Considering that there are complex connections within multi-source data, express them as a unified, concise and efficient mathematical model can completely retain data information and improve data processing efficiency. We perform tensor representation and feature extraction on the heterogeneous data, and two different classification algorithms are proposed in this paper. In the first method, we represent multi-source heterogeneous data into a unified tensor form directly and obtain a high-quality core data through dimensionality reduction algorithm, then realize data classification by Support Tensor Machine. In the other method, we extract data from different data sources and classify them with Ensemble Deep Support Vector Machine (DSVM), which combined three DSVM with different kernel functions. The algorithms are compared on CUAVE data set, which contains two different modalities of sound and picture.",4
1013,"As a key technology of the Internet of Underwater Things (IoUT), underwater acoustic sensor networks (UASNs) have attracted considerable attention from both academia and industry. Due to specific characteristics of UWSNs, such as high latency, high mobility, and limited bandwidth, it is a challenge to design routing protocols for 3-D UASNs. In order to address these challenges, here, we propose a game-theoretic routing protocol (GTRP) for 3-D UASNs. First, the GTRP defines a forwarding area making the nodes closer to the destination inclined to forward. Then, it estimates the node degree in the forwarding area without broadcasting prior message periodically. Third, GTRP regards the forwarding process as a game. The number of participants in the game is the node degree information in the forwarding area, instead of the number of actual neighbors. To test the effectiveness of the proposed GTRP, we implement it and evaluate its performance in the Aqua-sim. The extensive simulations results indicate that GTRP significantly outperforms various existing protocols used for comparison, in terms of the number of received packets, the packet delivery fraction, and the end-to-end delay.",4
1014,"In underwater acoustic sensor networks (UASNs), the spatially and temporally varying acoustic channel causes random route interruptions and transmission void region. Further, the long propagation delay of acoustic links causes complicated randomness of packet collisions. Inspired by the unpredictability of both route interruptions and packet collisions in UASNs, a collision and interruption tolerant protocol (CITP) is proposed to jointly address the two challenges in a smart way. By exploiting the opportunistic transmission strategy, CITP forms the optimized route on the fly, which bypasses nodes that undergo collisions or interrupted links and void regions. Simulation results show that CITP achieves a high packet delivery ratio with reduced energy consumption.",4
1015,"Dynamic vision sensors (DVSs) are emerging neuromorphic visual capturing devices, with great advantages in terms of low-power consumption, wide dynamic range, and high temporal resolution in diverse applications, such as autonomous driving, robotics, tactile sensing, and drones. The capturing method results in lower data rates than conventional video. Still, such data can be further compressed. Recent research has shown great benefits of temporal data aggregation on event-based vision data utilization. According to recent results, time aggregation of DVS data not only reduces the data rate but improves classification and object detection accuracy. In this work, we propose a compression strategy, time-aggregation-based lossless video encoding for neuromorphic vision sensor data (TALVEN), which utilizes temporal data aggregation, arrangement of the data in a specific format and lossless video encoding techniques to achieve high compression ratios. The detailed experimental analysis on outdoor and indoor datasets shows that our proposed strategy achieves superior compression ratios than the best state-of-the-art strategies.",4
1016,"Internet of things (IoT) monitoring systems have been extensively applied in smart homes, underwater monitoring, volcano monitoring, and health monitoring. In IoT applications, a wireless sensor network (WSN) is deployed to collect data. Hierarchical routing protocols that effectively maintain the energy consumed by sensor nodes (SNs) are usually employed in WSNs. Cluster heads (CHs) are important in this type of protocol. An effective fault tolerance mechanism for CHs in this system can guarantee reliable data acquisition. In this paper, a fault tolerance mechanism that combines CH static backup and dynamic timing monitoring (SBDTM) is proposed, a CH reliability model based on the Markov model is developed, and the minimum number of CHs necessary to satisfy the given reliability requirement is obtained. The data structures and fault-tolerant operations are described, and the energy consumption and the latency of the recovery of the SBDTM mechanism are quantitatively analysed. Simulations were carried out to compare the total network energy consumption, number of dead nodes, throughput, and packet loss rate of the proposed model with those of other methods presented in the literature. The simulation results show that the proposed SBDTM fault tolerance mechanism is superior to current models. This study presents important theoretical and application-based knowledge that can guarantee reliable data acquisition for IoT-based monitoring systems.",4
1017,"Time sensitive networks support deterministic schedules over Ethernet networks. Due to their high determinism, high reliability and high bandwidth, they have been considered as a good choice for the backbone network of industrial internet of things. In industrial applications, the backbone network connects multiple industrial field networks together and has to carry massive real-time packets. However, the off-the-shelf time-sensitive network (TSN) switches can deterministically schedule no more than 1024 real-time flows due to the limited number of schedule table entries. The excess real-time flows have to be delivered by best-effort services because the switch only supports the two scheduling services. The best-effort services can reduce average delay, but cannot guarantee the hard real-time constraints of industrial applications. To make the limited number of schedule table entries support more real-time flows, first, we relax scheduling rules to reduce the requirement for schedule table entries and formulate the process of transmitting packets as a satisfiability modulo theories (SMT) specification. Then, we divide the SMT specification into multiple optimization modulo theories (OMT) specifications so that the execution time of solvers can be reduced to an acceptable range. Second, we propose fast heuristic algorithms that combine schedule tables and packet injection control to eliminate scheduling conflicts. Finally, we conduct extensive evaluations. The evaluation results indicate that, compared to existing algorithms, our proposed algorithm requires only one-twentieth the number of schedule entries to schedule the same flow set.",4
1018,"The automated detection of people having a fall is particularly important for the elderly in indoor care situations. Privacy concerns, and regulations that prohibit cameras in indoor environments, mean that optical sensing must give way, at least in some situations, to less explicit sensing such as radar. Currently, fall detection using radar Doppler signatures has limitations. We demonstrate a radar-based technique that detects breathing and other movements seamlessly, and can detect a fall after it has happened, i.e., even when the person is static. Using a low-cost, ceiling-mounted radar at low microwave frequencies (sub-6 GHz), our results show it is possible to remotely localize a person within a few cm. The sensor system includes a small neural network model that can distinguish a person from other moving objects in an indoor environment. This can reduce false alarms of the fall detection and hence improve system reliability in real-world deployment. In our experiments, the neural network differentiates a person from a pet (an example of a complex moving entity) with an accuracy exceeding 95%. This sensor system demonstration paves a way forward for general indoor fall detection, extending to the well-being of our elderly through real-time, ongoing monitoring of their breathing and other activities of daily living.",4
1019,"With the advent of Industry 4.0, localization of materials and factory items will play important roles in factory automation. Since GPS signals are not available in indoor environments, a lot of indoor localization technologies have been proposed based on inertial sensors, audio signals, visible light, wireless signals, etc. In this research, we consider using magnetic fields, which usually exhibit high uniqueness at different locations especially in factories where a lot of stacks, machineries, materials, and metal partitions may coexist. These factors allow us to incorporate deep learning neural networks to learn location-related features. Existing works try to collect magnetic field data by human and leverage interpolation to augment dataset. However, our experiments show that the data generated by interpolation is usually different from the ground truth because magnetic fields may not be linear. Therefore, to collect a large enough dataset without human intervention, we dispatch a robot carrying a smartphone to collect dataset at a fine resolution. We use these collected data to train two localization models: deep neural network (DNN) and recurrent neural network (RNN). Besides, we augment our RNN training dataset by combining multiple single-point magnetic values to synthesize fake magnetic trajectories. We conduct field trials, which validate that our approach outperforms previous work.",4
1020,"In this paper, we propose a novel loss function named the hybrid quadruplet loss (HQL) to utilize the generated samples for pedestrian retrieval in sensor networks. The proposed HQL employs a set of quadruplets in order to maintain an appropriate margin between the real sample and the generated sample, reduce the intra-class variations and enlarge the inter-class variations. By this way, the generalization of the deep model could be improved. Furthermore, to identify the extremely similar pedestrians, we propose a novel multistream layer to mine imperceptible information from different aspects. The proposed multistream layer utilizes various filters with different morphologies to capture discriminative features in multiple scales, and it is flexible to follow any convolutional layer. Experiments on the three large-scale pedestrian retrieval databases (Market1501, CUHK03, and DukeMTMC-reID) demonstrate that the proposed method outperforms other state-of-the-art methods.",4
1021,"Underground coal mines are susceptible to many kinds of hazards. Mine fire is one of the most vulnerable threats that leads to loss of human lives and other resources inside the mines. Hence, continuous monitoring of underground coal mines is very important for early detection of mine fire. Nowadays, wireless sensor networks are being widely used for monitoring underground coal mines. However, the collected data from sensor nodes are inaccurate in nature, and there is a need for analyzing such data for taking preventive measure. In this article, we propose an optimized fuzzy logic-based fire monitoring system for wireless underground sensor network, which strengthens reliability of making decision in preventing mine fire. However, storing of large fuzzy rule set in the memory constraint sensor nodes and their traversal for every sensor reading are very challenging. Therefore, we use the binary particle swarm optimization (BPSO) algorithm to optimize the proposed fuzzy system that eliminates redundant rules but preserves event detection accuracy of the monitoring system. The proposed system is simulated using BPSO algorithm and Fuzzy Logic Toolbox inbuilt in the MATLAB. The simulation results demonstrate that the proposed system outperforms the existing monitoring systems for underground coal mines.",4
1022,"Enhancing spectrum utilization efficiency (SUE) to accommodate the multitude of 5G-based IoT devices within the available scarce spectrum has been a pivotal point of research in the current decade. Equipped with interweave and underlay modes, cognitive radio networks (CRNs) are envisioned to be the most promising technology for SUE enhancement. Since the 5G-based IoT is swiftly transforming into a heterogeneous network, hybrid underlay-interweave mode CRNs appear to be the optimal key for SUE enhancement. Besides enhancing SUE, ensuring fairness among secondary users (SUs) to equitably utilize the network's resources in the wake of primary users' (PUs) service emergence has been a critical problem in CRNs. Considering the importance of SUE enhancement, in this paper, we investigate two problems. Firstly, we precisely analyze, in a novel way, the performance of hybrid underlay-interweave mode of CRNs for SUE enhancement from the standpoint of SUs. For this purpose, we propose a hybrid underlay-interweave mode enabled CRN scheme and apply it on a legacy CRN. We model the proposed scheme with continuous time Markov chain and derive closed form expressions for various SUE-related quality of service parameters. The analysis is conducted under dynamic reservation of channels for interrupted users, considering the effects of multi-levels network traffic loads and varying channel failure rates. Secondly, we propose a multi-attribute based fairness driven algorithm for determination and interruption of SUs' services to ensure fairness among services in the network's resources utilization. We evaluate our proposed scheme under both perfect and imperfect spectrum sensing scenarios. The obtained results demonstrate that, as compared to the state-of-the-art, the proposed scheme significantly enhances SUE while the proposed algorithm achieves a noticeable fairness among SUs' services.",4
